,Rank,Name,Worth,Rise/Fall,Source of wealth
822,805 , Rashid and Aziz Tayub and family ,150000000.0,86000000.0,Discount stores and Property
823,805,Stuart and Jonathan Seddon ,150000000.0,New,Construction and Property
824,805 , The Duke of Beaufort ,150000000.0,0,Land and Art
825,825 , Chris and Gael Morling ,149000000.0,0,Internet
826,825 , Edelin Davis and family ,149000000.0,13000000.0,Construction
827,825,Harold Martin and family ,149000000.0,New,Business services
828,825 , Julian and David Schild ,149000000.0,1000000.0,Medical supplies
829,825 , Lochlann Quinn and family ,149000000.0,1000000.0,Electrical goods
830,825 , The Earl of Pembroke ,149000000.0,0,Land and Art
831,831 , Alex Pusco ,148000000.0,3000000.0,Financial services
832,831 , Amanda and Benzie Walker and family ,148000000.0,4000000.0,Timber
833,831 , Jeremy Pilkington and family ,148000000.0,72000000.0,Equipment hire
834,831 , John Denholm and family ,148000000.0,25000000.0,Shipping
835,835 , Nick Jones and Kirsty Young ,147000000.0,3000000.0,Hospitality and Media
836,835 , Tony Bramall and family ,147000000.0,49000000.0,Car sales
837,837 , Gordon and Alan Turner ,146000000.0,4000000.0,Industry
838,837 , Jonathan Little and family ,146000000.0,4000000.0,Books
839,837 , The Duke of Rutland ,146000000.0,1000000.0,Land and Art
840,840 , Daryl Foster ,145000000.0,5000000.0,Transport
841,840 , Guy Harwood and family ,145000000.0,5000000.0,Car sales and Horseracing
842,840 , Ian Read ,145000000.0,20000000.0,Pharmaceuticals
843,840 , Jim Clarke and family ,145000000.0,4000000.0,Energy
844,840 , Michael Walker and family ,145000000.0,3000000.0,Flooring
845,840 , Trevor Fenwick ,145000000.0,17000000.0,Business services
846,846 , Christopher Duncan ,144000000.0,20000000.0,Household goods
847,846,The Bailey family ,144000000.0,New,Engineering
848,846 , Tony Westley and family ,144000000.0,21000000.0,Aviation
849,849 , Dame Natalie Massenet ,143000000.0,7000000.0,Fashion
850,849 , John and Stephen Rosefield ,143000000.0,13000000.0,Property
851,851 , Bonamy Grimes and family ,142000000.0,0,Internet
852,851 , Bryan Glastonbury and family ,142000000.0,1000000.0,Engineering services
853,851 , Duncan Davidson and family ,142000000.0,7000000.0,Construction
854,851 , John Marston and family ,142000000.0,3000000.0,Property and Hotels
855,851 , Rodney Cross and family ,142000000.0,8000000.0,Industry
856,851 , Simon Moran ,142000000.0,15000000.0,Music
857,857 , Richard Parsons ,141000000.0,20000000.0,Revision guides
858,858 , Anthony Todd ,140000000.0,10000000.0,Hedge fund
859,858,Daren Whitaker ,140000000.0,New,Construction
860,858 , Grahame Chilton ,140000000.0,10000000.0,Insurance
861,858 , John Deacon ,140000000.0,10000000.0,Music
862,858 , Judith and Fergus Wilson ,140000000.0,0,Property
863,858 , Lord Farmer ,140000000.0,0,Hedge fund
864,858 , Phil Collins ,140000000.0,10000000.0,Music
865,858 , Richard Gnodde ,140000000.0,0,Finance
866,858 , Rupert Martin ,140000000.0,7000000.0,Lighting
867,858 , Stelio Stefanou ,140000000.0,0,Business services
868,858 , The Urquhart family ,140000000.0,15000000.0,Clothing and Drinks
869,858,Tom Blomfield ,140000000.0,New,Financial services
870,870 , Alexander Buchan and family ,139000000.0,1000000.0,Fishing and Transport
871,870,Andi and Andy Lothian ,139000000.0,New,Business services
872,870 , Philip Noble and family ,139000000.0,1000000.0,Leisure and Property
873,873,Ben Francis ,138000000.0,New,Sportswear
874,873 , Paul Rowley ,138000000.0,8000000.0,Construction
875,873,The Muirhead and Lang families ,138000000.0,New,Industry
876,876 , Anthony Woodhouse and family ,137000000.0,3000000.0,Hospitality and Brewing
877,876 , John Roberts ,137000000.0,73000000.0,Internet retailing
878,876 , Jonathan Mould and family ,137000000.0,1000000.0,Furniture
879,876 , Peter Simon and family ,137000000.0,250000000.0,Fashion
880,876 , Richard Higham ,137000000.0,1000000.0,Oil and Gas services
881,876 , Sir Alan Parker ,137000000.0,1000000.0,Media
882,876 , Sir Anish Kapoor ,137000000.0,2000000.0,Art
883,876 , Sir Clive Cowdery ,137000000.0,0,Insurance
884,876,Wayne Godfrey and family ,137000000.0,New,Food
885,876 , William Hughes ,137000000.0,10000000.0,Care homes
886,886,Brian McConville and family ,136000000.0,New,Business services
887,886 , Mary Theresa Barry ,136000000.0,0,Finance
888,886 , Simon and Paul Upward ,136000000.0,15000000.0,Property
889,886 , Wilf Corrigan ,136000000.0,1000000.0,Computers
890,890 ," Amanda, Susan and Lis Birrane and family ",135000000.0,7000000.0,Motor racing and Property
891,890 , Angus Thirlwell ,135000000.0,13000000.0,Food
892,890 , Aran and Arvan Handa and family ,135000000.0,5000000.0,Hotels and Care homes
893,890 , Bill Brett and family ,135000000.0,20000000.0,Quarrying
894,890 , Daniel Craig and Rachel Weisz ,135000000.0,7000000.0,Films
895,890 , Jamie Boot and family ,135000000.0,27000000.0,Property
896,890 , Jan Colam and family ,135000000.0,10000000.0,Fishing
897,890 , Lady Nina Bracewell-Smith and family ,135000000.0,0,Football and Hotels
898,890 , Peter Harris ,135000000.0,13000000.0,Food
899,890 , Sir Rod Aldridge ,135000000.0,0,Business services
900,900 , Anton Bilton and family ,134000000.0,8000000.0,Property
901,900 , Gary Dutton ,134000000.0,0,Windows and Conservatories
902,900,Mark and Rhianon Bailey ,134000000.0,New,Car sales
903,900 , Paul Lukic and family ,134000000.0,10000000.0,Recruitment
904,900 , Surinder Kandola ,134000000.0,1000000.0,Food
905,900 , The Duke of Roxburghe ,134000000.0,2000000.0,Land
906,906 , Jack Morris and family ,133000000.0,1000000.0,Property
907,906 , John Elkington ,133000000.0,4000000.0,Property
908,906 , Nandlal and Deep Valecha ,133000000.0,7000000.0,Gas services
909,906,Stuart Moore ,133000000.0,New,Building supplies
910,906 , William Asprey and family ,133000000.0,9000000.0,Guns and Jewellery
911,911 , E L James ,132000000.0,5000000.0,Novels
912,911 , George Meyrick ,132000000.0,3000000.0,Land and Property
913,911 , Kevin Wheatcroft ,132000000.0,10000000.0,Motor sport and Property
914,911 , Michael Graham and family ,132000000.0,22000000.0,Construction
915,915 , Chris Watson and family ,131000000.0,2000000.0,Cycling
916,915 , David and Lesley Jackson ,131000000.0,5000000.0,Business services
917,915 , David Kahn and family ,131000000.0,4000000.0,Flooring
918,915 , Gene Willson ,131000000.0,4000000.0,Aviation
919,915 , Hamish Ogston ,131000000.0,21000000.0,Business services
920,915 , Lord and Charles Saatchi ,131000000.0,15000000.0,Advertising and Art
921,915 , Michael O'Hara and family ,131000000.0,1000000.0,Construction
922,915,Tony Kleanthous ,131000000.0,New,Football and Property
923,923 , Brian Morrisroe ,130000000.0,5000000.0,Construction
924,923 , David and Richard Knight ,130000000.0,7000000.0,Business services
925,923,David Beech ,130000000.0,New,Law
926,923,David Henderson ,130000000.0,New,Building supplies
927,923 , Duncan Fletcher and family ,130000000.0,3000000.0,Construction
928,923 , John and Peter Shropshire ,130000000.0,3000000.0,Food and Farming
929,923 , Julian and Marc Worth ,130000000.0,0,Internet and Fashion
930,923 , Kaveh Alamouti ,130000000.0,0,Hedge fund
931,923,Lawrence Tomlinson ,130000000.0,New,Care homes and Industry
932,923,Mike Burton and family ,130000000.0,New,Engineering
933,923,Mustafa and Fatma Kiamil ,130000000.0,New,Food
934,923 , Nemir Kirdar ,130000000.0,0,Finance
935,923 , Niels Stolt-Nielsen ,130000000.0,42000000.0,Shipping and Fisheries
936,923 , Richard Benyon and family ,130000000.0,0,Land
937,923 , Roger Ames ,130000000.0,0,Music
938,923,Tony Deep Wouhra and family ,130000000.0,New,Food
939,939,"Derek, Ryan and Ross Bawn and family ",128000000.0,New,Property
940,939 , Martin Lewis ,128000000.0,0,Internet and Media
941,939 , Max Smith-Hilliard ,128000000.0,0,Meat
942,939 , Michael Conway and family ,128000000.0,18000000.0,Construction
943,939 , Stuart Dalziel and family ,128000000.0,0,Food
944,944 , Jimmy Page ,127000000.0,2000000.0,Music
945,944 , Nicholas and Michael Wainwright and family ,127000000.0,7000000.0,Jewellery
946,944 , Roger Bromley and family ,127000000.0,88000000.0,Footwear
947,944 , Sir Damon Buffini ,127000000.0,1000000.0,Finance
948,944,Sukhinder and Rajbir Singh ,127000000.0,New,Spirits
949,949 , Michael and Mona Masterson and family ,126000000.0,6000000.0,Construction
950,949 , Michael Yarrow and family ,126000000.0,5000000.0,Pharmaceuticals
951,949 , Nick Grey and family ,126000000.0,28000000.0,Technology
952,949 , Sir Tom Farmer ,126000000.0,0,Car parts and Property
953,949 , The Baylis family ,126000000.0,0,Property
954,949 , Warren Haskins and family ,126000000.0,5000000.0,Garden centres and Retailing
955,955 , Bill Archer ,125000000.0,0,DIY
956,955 , Bruce Robertson and family ,125000000.0,4000000.0,Discount stores
957,955,Danny Durkan and family ,125000000.0,New,Construction
958,955,David Attwood and family ,125000000.0,New,Timber
959,955 , Earl Spencer ,125000000.0,0,Land and Art
960,955 , Elliott Bernerd ,125000000.0,5000000.0,Property
961,955,Firoz Tejani and family ,125000000.0,New,Foreign exchange
962,955 , Hitesh and Dilesh Mehta ,125000000.0,1000000.0,Perfume
963,955 , John Harry and family ,125000000.0,25000000.0,Scrap metal
964,955 , Mads Gensmann ,125000000.0,0,Hedge fund
965,955 , Mark and Tom Wakeford and family ,125000000.0,0,Construction
966,955 , Mark Poole ,125000000.0,0,Hedge fund
967,955,Mark Pullan and family ,125000000.0,New,Construction
968,955 , Martin Bell and family ,125000000.0,29000000.0,Business services
969,955,Martin Dawes and family ,125000000.0,New,Telecoms and Software
970,955 , The Earl of Rosebery ,125000000.0,5000000.0,Land and Art
971,971 , Harold Montgomery and family ,124000000.0,4000000.0,Transport
972,972 , Adam and Jason Fuller and family ,123000000.0,3000000.0,Food
973,972 , Carol Kane ,123000000.0,18000000.0,Fashion
974,972 , David Hutchinson and family ,123000000.0,0,Chemicals
975,972 , Tim Warrillow ,123000000.0,82000000.0,Drinks
976,976,Andrew Killingsworth ,122000000.0,New,Fashion
977,976,Damian Heron and family ,122000000.0,New,Construction
978,976 , Gary and Catherine Grant ,122000000.0,2000000.0,Retailing
979,976,Peter Boyle and Ciara Denvir ,122000000.0,New,Jewellery
980,980 , Lord and Lady Popat and family ,121000000.0,0,Care homes and Hotels
981,980,Tom and Stephen Martin and family ,121000000.0,New,Safety equipment
982,982 , Andrew Page and family ,120000000.0,0,Car parts
983,982 , Barry and Emma-Jane Rubery ,120000000.0,0,Electronics
984,982 , Brendan O'Malley and family ,120000000.0,25000000.0,Construction
985,982 , Cesar Mascaraque ,120000000.0,0,Internet
986,982 , Chris and Chris Edwards ,120000000.0,0,Discount stores
987,982 , Colin Mustoe and family ,120000000.0,3000000.0,Office equipment
988,982 , David and Betty Carr ,120000000.0,4000000.0,Car sales
989,982 , Jo Bradwell ,120000000.0,0,Pharmaceuticals
990,982 , John Bigwood and family ,120000000.0,0,Food
991,982,Lord and Lady Nash ,120000000.0,New,Software
992,982 , Nitin Sodha and family ,120000000.0,14000000.0,Pharmaceuticals
993,982,Paul Rippon ,120000000.0,New,Financial services
994,982,Philip Burgan ,120000000.0,New,Pharmacies and Care homes
995,982,Roderick Jack ,120000000.0,New,Finance
996,982 , Sir Henry Angest ,120000000.0,70000000.0,Finance
997,982 , Terry Lister and family ,120000000.0,9000000.0,Car sales
998,982 , The Earl of Stockton and the Macmillan family ,120000000.0,0,Publishing
999,982 , Tony Travis and family ,120000000.0,5000000.0,Building supplies
1000,982,Woon Wing Yip and family ,120000000.0,New,Cash and carry
